,Corrective Action,PLC,Model,fault,diagnostic
537,"electronic keying failed for this module. 
• verify that you have specified the correct major and minor revision if you have chosen compatible module or exact match keying.
• you may have a mismatch between the module created in the software and the actual module hardware.",Allen Bradely,Studio 5000 Logix Designer,electronic keying mismatch: major and/or minor revision invalid incorrect.,major minor revision module match major minor revision module created software.
538,"additional error information for this fault appears as the tag name associated with the controller to controller (c2c) that has the fault.
check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application. for more information about electronic keying, see the user manual for the module you are using.
• the controller may be attempting to connect to a nonexistent tag in a producing controller.",Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid connection point.,connection invalid port port already use.
539,check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application. ,Allen Bradely,Studio 5000 Logix Designer,module configuration rejected: format error.,invalid configuration format used.
540,"where a listen only connection is requested, the controlling connection is not open.",Allen Bradely,Studio 5000 Logix Designer,connection request error: module owned.,controlling connection open.
541,"• if the module is a 1756 controlnet module, up to five controllers can make rack optimization connections to the module. verify that this number has not been exceeded.
• if the module is a 1794-acn15, 1794-acnr15, or 1797-acnr15 adapter, only one controller can make a rack optimization connection to the module. verify that this number has not been exceeded.",Allen Bradely,Studio 5000 Logix Designer,connection request error: connection resource,controller attempting set connection module cannot required resource unavailable.
542,"the target can be reached, but its response is not as expected. for example, this fault may be indicated where multicast ethernet packets are not returned.
when this fault occurs, the controller usually attempts to continuously remove and remake the connection. if you use flex i/o modules, verify that you are using the correct terminal device.",Allen Bradely,Studio 5000 Logix Designer,connection timed out.,"owner originator recognizes target device network backplane. however, i/o data message responded to."
543,"to recover, take the following steps.
• verify that the module has not been removed and is still functioning and receiving power.
• verify that the correct slot number has been specified.
• verify that the module is properly connected to the network.
if you are using flex i/o modules, verify that the correct terminal block is in use.",Allen Bradely,Studio 5000 Logix Designer,connection request error: connection request timed out.,"controller attempting make connection; however, target module responding. device also appears missing backplane network."
544,check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid parameter.,controller attempting set connection module received error (a parameter error).
545,"either:
•  verify that the path to this module is sufficiently close to the controller.
• the module in use (that is, the physical module) is different than the module specified in the i/o configuration tree and is therefore causing the connection or service to fail.
check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.",Allen Bradely,Studio 5000 Logix Designer,connection request error: requested size large.,controller attempting set connection module received error - request size large.
546,"check network configuration of the system.
check the system configuration and capabilities of the module.
check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.",Allen Bradely,Studio 5000 Logix Designer,connection request error: buffer memory.,controller attempting set connection module received error: module path memory.
547,increase the requested packet interval (rpi) and reconfigure your network with rsnetworx™ software. distribute the load on another bridge module.,Allen Bradely,Studio 5000 Logix Designer,connection request error: communication bandwidth.,controller attempting set connection module received error: module path exceeded communication bandwidth capacity.
548,distribute the load on another bridge module.,Allen Bradely,Studio 5000 Logix Designer,connection request error: bridge available.,controller attempting set connection module received error: module path exceeded communication bandwidth capacity.
549,use rsnetworx™ for controlnet software to schedule or reschedule the controlnet network.,Allen Bradely,Studio 5000 Logix Designer,configured send scheduled data.,controlnet module scheduled send data.
550,use rsnetworx for controlnet software to reschedule the connections.,Allen Bradely,Studio 5000 Logix Designer,connection request error: controlnet configuration controller match configuration bridge.,"controlnet configuration controller match configuration bridge module. may occur controlnet module changed network scheduled, new control program loaded controller."
551,verify that a 1756-cnb modules or plc-5® controlnet processor is at node 1 and is functioning properly.,Allen Bradely,Studio 5000 Logix Designer,controlnet keeper available..,controlnet configuration master (ccm) cannot found. 1756-cnb module plc-5® controlnet processor device capable ccm ccm must node 1. fault may temporarily occur system powered cleared ccm located.
552,verify that all modules in the i/o configuration tree are the correct modules.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid port.,controller attempting set connection module received error.
553,"• verify that the chosen slot number for this module is not greater than the size of the rack.
• verify that the controlnet node number is not greater than the maximum node number configured for the network in rsnetworx for controlnet software.",Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid link address.,"controller attempting set connection module received error: invalid link address specified. link address slot number, network address, remote i/o chassis number starting group."
554,check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid segment type.,segment type route invalid.
555,use rsnetworx for controlnet software to schedule or reschedule the connection to this module.,Allen Bradely,Studio 5000 Logix Designer,connection request error: connection scheduled.,controller attempting set controlnet connection module received error.
556,verify that the associated controlnet module has the correct slot or node number selected.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid link address - cannot route self.,controller attempting set connection module received error: link address invalid.
557,reduce the size or number of connections through this module or add another controller or controlnet module to the system.,Allen Bradely,Studio 5000 Logix Designer,connection request error: secondary resource available redundant chassis.,controller attempting set connection module received error: redundant module necessary resource support connection.
558,"a rack-optimized connection has already been established to this module through the 1756-cnb/r in the same chassis.
• connect to this module via the 1756-cnb/r in the same chassis.
• connect to this module via a different 1756-cnb/r to use a direct connection.
• change the first connection from rack-optimized to direct, and then re-establish the second direct connection.
• connect to this module from a controller in the same chassis as the module (do not connect via 1756-cnb/r.",Allen Bradely,Studio 5000 Logix Designer,connection request error: rack connection refused.,controller attempting set direct connection module received error.
559,"• the controller is attempting to connect to a tag in a producing controller and that tag has already been used by too many consumers. 
• increase the maximum number of consumers on the tag.",Allen Bradely,Studio 5000 Logix Designer,connection request error: cannot consume tag.,controller attempting connect tag producing controller received error.
560,make sure the name of the tag being consumed is spelled correctly in both the consumer and producer.,Allen Bradely,Studio 5000 Logix Designer,connection request error: tag published.,consume tag configured produced target module.
561,check the controllers that are using the connection and verify that all configurations are identical.,Allen Bradely,Studio 5000 Logix Designer,connection request error: data format requested connection match data format connection already established.,new connection requested match existing connection.
562,it is either not physically connected to the network (media disconnected) or otherwise unable to forward the request onto the destination network.,Allen Bradely,Studio 5000 Logix Designer,network link path module offline.,bridge module path target module offline.
563,"• configure the tag as unicast.
• adjust rpi so that all multicast consumers of the tag use the same rpi. 
• configure the rpi so that is in the range allowed by the producer.",Allen Bradely,Studio 5000 Logix Designer,incompatible multicast rpi,connection already established target module different rpi cannot changed accommodate rpi specified.
564,"for the target device associated with the ""send data"" connection reporting this connection error, start the controlling application and perform at least one write of data. see the documentation for the target device and its controlling application for information on how to do this.",Allen Bradely,Studio 5000 Logix Designer,target application data available.,"controlling application initialized data produced target device. may caused ""send data"" connection configured target device controlling application target device initialized data produced."
565,make sure both data types match.,Allen Bradely,Studio 5000 Logix Designer,connection request error: data type mismatch.,given data type match produce tag data type target module.
566,"• reinsert the redundancy module into the rack.
• clear the fault on the redundancy module. ",Allen Bradely,Studio 5000 Logix Designer,connection request error: module longer configured within synchronized controller redundancy system.,controller configured redundancy enabled lost redundancy status information. redundancy module either removed system faulted.
567,replace the backplane.,Allen Bradely,Studio 5000 Logix Designer,connection request error: bad backplane eeprom.,controller‘s last redundancy state time operational rm present implies partner controller may exist currently primary also attempting open concurrent connection.
568,see the user manual for your device.,Allen Bradely,Studio 5000 Logix Designer,connection request error: error code supplied i/o module describe i/o fault.,error code supplied i/o module describe i/o fault.
569,"this module requires a particular set of connections and connection types, and one of those connection types is missing.",Allen Bradely,Studio 5000 Logix Designer,connection request error: required connection missing,controller attempting set connection module received error.
570,configure a module (typically a controller) in this chassis to be the cst master.,Allen Bradely,Studio 5000 Logix Designer,connection request error: cst master detected,controller attempting set connection module received error - module requires cst master chassis.
571,assign a group or axis.,Allen Bradely,Studio 5000 Logix Designer,connection request error: axis group assigned.,controller attempting set connection module received error - module requires axis group table assigned.
572,check for duplicate drive nodes.,Allen Bradely,Studio 5000 Logix Designer,sercos transition fault,controller command transition sercos ring new phase returned error module.
573,the baud rate for all devices must be the same and supported by the drives and the sercos module.,Allen Bradely,Studio 5000 Logix Designer,connection request error: sercos init ring fault.,attempt configure sercos ring failed.
574,"check the wiring and physical components.
check the third party drives being used.
clean the fiber optics.",Allen Bradely,Studio 5000 Logix Designer,sercos comm fault,"mainly two set fault may cause fault, physical interface faults. interface error encountered configuring third-party drives."
575,there is a problem with the idns being configured.  check the general and extended error codes and refer to their definition sercos documentation.,Allen Bradely,Studio 5000 Logix Designer,sercos node initialization fault,sercos module defected problem init node comm service.
576,"ensure all attributes are set to valid values.
see analog axis attribute documentation.",Allen Bradely,Studio 5000 Logix Designer,axis attribute error - see faulted axis.,analog servo motion module rejected attribute update.
577,ensure that the drive and the controller can synchronize to the same cip sync™ grandmaster clock.,Allen Bradely,Studio 5000 Logix Designer,end device different grandmaster controller,drive detected different ptp grandmaster controller.
578,"•the module in use is different than the module specified in the i/o configuration tree and is therefore causing the connection or service to fail.
check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.",Allen Bradely,Studio 5000 Logix Designer,bad safety protocol format.,error occurred adding safety network segment route.
579,safety modules require that a safety task be present and running in the controller originating the connection.,Allen Bradely,Studio 5000 Logix Designer,safety task running local controller.,safety task appears running.
580,verify the number of physical expansion i/o modules configured for the controller and then update the number of modules selected from the expansion i/o list on the general page in the controller properties dialog.,Allen Bradely,Studio 5000 Logix Designer,pointbus fault: configured number expansion i/o module match number physical module detected.,"expected chassis size match discovered chassis size, i/o connection prevented."
581,configure the number of physical expansion i/o modules to match the selection in the expansion i/o list.,Allen Bradely,Studio 5000 Logix Designer,pointbus fault: expansion module detected beyond number allowed controller type.,error happen put module chassis product catalog supports.
582,the connection type configured by the profile is not appropriate for this module.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid configuration format encountered.,invalid configuration format encountered.
583,see the connection tab for valid rpi values.,Allen Bradely,Studio 5000 Logix Designer,requested packet interval (rpi) range.,requested packet interval (rpi) specified invalid module.
584,the input connection point is 0 and is not allowed to be 0.,Allen Bradely,Studio 5000 Logix Designer,connection request error: input connection point set.,invalid input connection point.
585,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid input data pointer.,module entry controller incorrect.
586,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid input data size.,module entry controller incorrect.
587,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: input force pointer set.,module entry controller incorrect.
588,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: output connection point set.,module entry controller incorrect.
589,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid output data pointer.,module entry controller incorrect.
590,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid output data size.,module entry controller incorrect.
591,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: output force pointer set.,module entry controller incorrect.
592,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,invalid symbol string,module entry controller incorrect.
593,verify that the instance number specified has been properly specified in the plc-5 controller.,Allen Bradely,Studio 5000 Logix Designer,invalid plc-5 instance number.,controller attempting set connection plc-5 controller received error.
594,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,tag exist peer controller.,module entry controller incorrect.
595,"this is not an error, but an information code",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update progress.,module currently updated.
596,"either:
• update module firmware file on sd card with proper module revision.
• change module revision in the module properties in the project.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update failed: firmware file incompatible module.,firmware supervisor attempted update unsupported module. occurs nv file sd card module revision specified project.
597,"either:
• manually update the module's firmware.
• copy the correct revision of module firmware to the sd card.
• change the module revision in the project to match the revision on the module.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update failed: firmware file found.,firmware file update module cannot found. project module need specific firmware revision sd card.
598,"either:
• use a different sd card.
• copy the correct revision of module firmware to the sd card.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update failed: firmware file invalid.,firmware file corrupted.
599,"check the module status indicators, and troubleshoot the module.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update failed.,error occurred updating module.
600,"there is an active connection already made to the target module from some other originator, thereby disallowing a flash update from occurring.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update failed: detected active connections.,active connection could made target module.
601,"firmware supervisor is searching nvs file for identity info. this is not an error, but an information code.",Allen Bradely,Studio 5000 Logix Designer,automatic firmware update pending: searching nv file appropriate module identity.,firmware file currently read.
602,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid input network connection type.,module entry controller incorrect.
603,contact rockwell automation support. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: input connection specify whether unicast allowed.,module entry controller incorrect.
604,"• verify that the physical module is the same module type (or is a compatible module) as created in the software.
• if the module is a 1756-dhrio module in a remote chassis (connected via a controlnet network), verify that the network has been scheduled with rsnetworx software.",Allen Bradely,Studio 5000 Logix Designer,connection request error: connection instance.,controller attempting set connection module received error.
605,verify that the path to this module is a valid length.,Allen Bradely,Studio 5000 Logix Designer,connection request error: path module long.,controller attempting set connection module received error.
606,go offline with the controller and make the change and then download the modified project to the controller. ,Allen Bradely,Studio 5000 Logix Designer,connection request error: controller's map instance attempted access connection invalid state.,remote controller’s map instance attempted access connection invalid state. attempt made initiate reconfiguration device supported controller
607,verify that the path to this module is a valid length.,Allen Bradely,Studio 5000 Logix Designer,connection request error: invalid path module.,controller attempting set connection module received error.
608,"either:
• the configuration for the module is invalid.
• the module in use (that is, the physical module) is different than the module specified in the i/o configuration tree and is therefore causing the connection or service to fail.
check the module in use and verify that it exactly matches the module specified in the i/o configuration tree of the logix designer application.",Allen Bradely,Studio 5000 Logix Designer,module configuration rejected: bad format.,invalid configuration format.
609,controlnet bridge modules should not have connections to them.,Allen Bradely,Studio 5000 Logix Designer,connection request error: connection accepted bridge.,controller attempting set connection controlnet bridge module received error.
610,check to make sure you are not sending commreqs faster than the ethernet interface can process them.,GE,Series 90-30,backplane communication plc fault: lost request,ethernet interface cannot process commreqs
611,check for valid commreq command code.,GE,Series 90-30,bad local application request: disacrded request,invalid commreq command code.
612,try to validate the operation of the remote node.,GE,Series 90-30,bad remote application request: discarded request.,invalid remote node.
613,check that remote host is operational on network and its addresses are correct.,GE,Series 90-30,can't locate remote node: discarded request.,remote node operational may incorrect address.
614,check commreq function block.,GE,Series 90-30,comm_req. bad task id programmed.,message plc unknown ethernet interface task.
615,check commreq to make sure sent in no wait mode.,GE,Series 90-30,comm_req. wait mode allowed.,comm_req sent wait mode.
616,"verify ip address, subnet-work mask, and default gateway ip address are correct.",GE,Series 90-30,config´d gateway addr bad: can´t talk local net,error configuration
617,check connection to lan and operation to remote node.,GE,Series 90-30,connection remote node failed: resuming without it.,underlying communication software detects error transfering data.
618,perform power cycle.,GE,Series 90-30,lan controller fault: restart lani/f,hw fault
619,reinstall the system software.,GE,Series 90-30,lan controller tx underflow: attempt recovery,internal system error
620,reinstall the system software.,GE,Series 90-30,lan controller underrun/overrun,internal system error
621,delete some data to free up memory space.,GE,Series 90-30,lan data memory exhausted.,ethernet interface free memory process communication.
622,immediately isolate the offending station. it may be necessary to turn it off or disconnect it from the network.,GE,Series 90-30,lan duplicate mac address,frame received source mac address station's mac address. station network must unique mac address.
623,check the connection to lani/f.,GE,Series 90-30,lani/f can't initiate,internal system error.
624,verify that connection limits are not being exceeded.,GE,Series 90-30,lani/f capacity exceeded: discarded request.,connection limit exceed lan/f capacity.
625,replace ethernet interface.,GE,Series 90-30,lan interface hardware failure: switched network.,faulty ethernet interface
626,reduce traffic on the network to ease the transmission of requests.,GE,Series 90-30,lan network problem exists: perform degraded.,excessive backlog transmission request due excessive traffic network. suistained period mac unable send frame quickly requested.
627,check transceiver to make sure it is securely attached to the network. check for unterminated trunk cable.,GE,Series 90-30,lan severe network problem,external condition prevented transmission frame specified timeframe.
628,reinstall the system software.,GE,Series 90-30,lan system software fault,internal system error
629,reattach the cable or replace the transceiver cable. check sqe test switch if present on transceiver.,GE,Series 90-30,lan transceiver fault,transceiver transceiver cable failed became disconnected.
630,check that the ethernet interface is online.,GE,Series 90-30,local request send rejected.,internal error
631,replace ethernet interface.,GE,Series 90-30,memory backup fault,internal error acessing flash device.
632,reinstall the module software,GE,Series 90-30,module software corrupted,catastrophic internal system error
633,make sure ethernet interface is configured and online.,GE,Series 90-30,module state permit comm_req,commreq received ethernet interface cannot process commreq.
634,"check cpu revision, order upgrade kit for cpu.",GE,Series 90-30,unsupported feature configuration.,plc firmware support ethernet communnications software.
635,"make sure plc has power, recheck configuration.
inspect the interface for loose components or try a different slot. replace the interfcae or plc hardware",GE,Series 90-30,led off.,fatal hardware error
636,cycle power or press restart btton again for less than 5 seconds to restart the interface and clear the load request.,GE,Series 90-30,led slow blink unison,restart button pressed 5-10 seconds. station manager load command issued.
637,connect a pc software loader and load new software.,GE,Series 90-30,led slow blink unison,software corrupt
638,make sure interface is in the correct slot on the baseplate,GE,Series 90-30,ok led slow blink others,configure slot
639,use configuration software to configure the interface then store the configuration to the plc cpu.,GE,Series 90-30,ok led slow blink others,new cpu configuration.
640,power cycle the plc. clear faults and reset interface.,GE,Series 90-30,ok led slow blink others,plc stop/fault.
641,"configure the interface with a non-zero ip address.
use a bootp server to provide interface with a non-zero ip address.
",GE,Series 90-30,"lan (on/traffic/off), ser (off/slowblink), ok stat slowblink unison.","interface,s ip address configured configured 0.0.0.0."
642,"if you did not intend to enter maintenance press the restart button for less than 5 seconds. this clears the maintenance request.
to use the station manager to troubleshoot a problem, see ethernet communications station manager manual ",GE,Series 90-30,"lan (on/traffic/off), ser (slowblink), ok ser slowblink unison.",restart button pressed 10 seconds. station manager maint command issued. internal system error interface operational caused restart entrance maintenance.
643,connect cable and transceiver properly. replace transceiver.,GE,Series 90-30,"ok (on), lan (on/traffic/off), ser (off), stat (on/off)",lan led tranceiver may connected interface orethrnet cable. bad transceiver.
644,terminate network cable properly.,GE,Series 90-30,"ok (on), lan (on/traffic/off), ser (off), stat (on/off)",lan led problem maybe network cable terminate properly.
645,set sqe on on transceiver in accord with manufacturer's instructions.,GE,Series 90-30,"ok (on), lan (on/traffic/off), ser (off), stat (on/off)",lan led problem maybe sqe enabled transceiver.
646,examine plc fault table to find out why the stat led is off.,GE,Series 90-30,"ok (on), lan (on/traffic/off), ser (off), stat (on/off)","stat led off, exception condition occurred."
647,check if the correct voltage is present at the terminal.,GE,Series 90-30,input module led,incorrect voltage terminal.
648,check the input field device or interconnecting wiring. if defective replace the interconnecting wire and input field device.,GE,Series 90-30,input module led,incorrect voltage terminal.
649,check the connection of the power supply. replace if defective.,GE,Series 90-30,input module led,power supply defective connected properly.
650,replace the module,GE,Series 90-30,output module led,module defective.
651,replace is defective.,GE,Series 90-30,output module led,led light may bad.
652,check frequently to ensure that safety ground connections are secure and that electrical cables and conduits are secure and in good condition.,GE,Series 90-30,safety ground electrical system,faulty cable conduits. poor safety ground connections.
653,replace the battery.,GE,Series 90-30,cpu memory backup battery,battery may bad.
654,replace the battery.,GE,Series 90-30,option module backup battery,battery may bad.
655,clean or replace the ventilation air filter,GE,Series 90-30,ventilation,ventilation air filter maybe clogged damaged.
656,check that connectors and modules are seated securely in their sockets and wire connections are secure.,GE,Series 90-30,mechanical tightness,"connectors, modules, wire maybe loose."
657,reove loose materials in the enclosure and gently vacuum dust and dirt using a vacuum cleaner.,GE,Series 90-30,enclosure,"maybe component loose enclosure could cause shorts, ventilation blockage start fire."
658,a click plc system can support up to 8 i/o modules. remove any excessive i/o modules.,CLICK,CLICK PLUS PLC,i/o module error,8 i/o module
659,"power off the click plc and check the connection of the i/o modules. then power on the click plc again. if the problem remains, connect the click software to the plc and check the system configuration. if there is any i/o module that is not shown in the system configuration, replace it.",CLICK,CLICK PLUS PLC,i/o module error,least one i/o module added click plc operation.
660,"connect the click software to the click plc and check the system configuration. if there is any i/o module that is used in the plc system but not shown in the system configuration window, replace the i/o module.",CLICK,CLICK PLUS PLC,i/o module error,i/o module failed.
661,"connect the click software to the click plc and open the system configuration window. modify the current configuration of the click plc to match the configuration in the project file, or uncheck the ‘start-up i/o config check’ option if you want to use the current configuration.",CLICK,CLICK PLUS PLC,system config error,current system configuration match configuration saved project file
662,"power off the click plc and check the connection of the i/o modules. then power on the click plc again. if the problem remains, connect the click software to the plc and check the system configuration. if there is any i/o module that is not shown in the system configuration, replace it.",CLICK,CLICK PLUS PLC,i/o config error,least one i/o module removed click plc operation.
663,"connect the click software to the click plc and open the system configuration window. if there is any i/o module that is used in the plc system but not shown in the system configuration window, replace the i/o module.",CLICK,CLICK PLUS PLC,i/o config error,plc unit access one i/o modules.
664,"power cycle the click plc. if the same error occurs again, download the project again and/or try the ‘reset to factory default’ command. if the same error still occurs, replace the plc unit.",CLICK,CLICK PLUS PLC,memory check error,memory check error.
665,download a project file into the click plc.,CLICK,CLICK PLUS PLC,project file error,project file click plc.
666,download the project file into the click plc again.,CLICK,CLICK PLUS PLC,project file error,project file stored click plc corrupted.
667,connect the click software to the click plc and update the firmware of the plc unit.,CLICK,CLICK PLUS PLC,firmware version error,project file written newer version click software. firmware click plc old execute project.
668,connect the click software to the plc and check the maximum plc scan time and the watchdog timer setup.,CLICK,CLICK PLUS PLC,watchdog timer error,plc scan time exceeded watchdog timer setup.
669,"the watchdog timer was exceeded while executing an interrupt program. reduce the occurrences of interrupts, or reduce the executing time of the interrupt programs to prevent this error.",CLICK,CLICK PLUS PLC,interrupt watchdog timer error,plc scan time exceeded watchdog timer setup.
670,"the data in the sram is lost if the click plc is powered off for long enough for the capacitor to discharge. in this case, the click plc initializes the data in the sram automatically. this also applies to standard and analog plc units if a battery is not installed.",CLICK,CLICK PLUS PLC,lost sram data,data sram lost click plc powered off.
671,"replace the battery (adc part #: d2-bat-1). also, set the new battery installation date and the anticipated replacement date in the click programming software if the battery replacement notification option is selected.",CLICK,CLICK PLUS PLC,battery low voltage,battery voltage low retain data sram.
672,"replace the battery (adc part #: d2-bat-1). also, set the new battery installation date and the anticipated replacement date in the click programming software.",CLICK,CLICK PLUS PLC,battery replacement,anticipated battery replacement date passed.
673,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io1 module error,analog i/o module i/o1 position functioning.
674,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io2 module error,analog i/o module i/o2 position functioning.
675,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io3 module error,analog i/o module i/o3 position functioning.
676,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io4 module error,analog i/o module i/o4 position functioning.
677,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io5 module error,analog i/o module i/o5 position functioning.
678,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io6 module error,analog i/o module i/o6 position functioning.
679,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io7 module error,analog i/o module i/o7 position functioning.
680,"power cycle the click plc. if the same error occurs again, replace the analog i/o module.",CLICK,CLICK PLUS PLC,io8 module error,analog i/o module i/o8 position functioning.
681,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io1 missing 24v,analog i/o module i/ o1 position missing external 24vdc input.
682,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io1 ch1 burnout,ch1 analog i/o module i/o1 position sens burnout open circuit.
683,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io1 ch2 burnout,ch2 analog i/o module i/o1 position sens burnout open circuit.
684,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io1 ch3 burnout,ch3 analog i/o module i/o1 position sens burnout open circuit.
685,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io1 ch4 burnout,ch4 analog i/o module i/o1 position sens burnout open circuit.
686,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io2 missing 24v,analog i/o module i/ o2 position missing external 24vdc input.
687,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io2 ch1 burnout,ch1 analog i/o module i/o2 position sens burnout open circuit.
688,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io2 ch2 burnout,ch2 analog i/o module i/o2 position sens burnout open circuit.
689,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io2 ch3 burnout,ch3 analog i/o module i/o2 position sens burnout open circuit.
690,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io2 ch4 burnout,ch4 analog i/o module i/o2 position sens burnout open circuit.
691,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io3 missing 24v,analog i/o module i/ o3 position missing external 24vdc input.
692,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io3 ch1 burnout,ch1 analog i/o module i/o3 position sens burnout open circuit.
693,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io3 ch2 burnout,ch2 analog i/o module i/o3 position sens burnout open circuit.
694,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io3 ch3 burnout,ch3 analog i/o module i/o3 position sens burnout open circuit.
695,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io3 ch4 burnout,ch4 analog i/o module i/o3 position sens burnout open circuit.
696,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io4 missing 24v,analog i/o module i/ o4 position missing external 24vdc input.
697,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io4 ch1 burnout,ch1 analog i/o module i/o4 position sens burnout open circuit.
698,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io4 ch2 burnout,ch2 analog i/o module i/o4 position sens burnout open circuit.
699,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io4 ch3 burnout,ch3 analog i/o module i/o4 position sens burnout open circuit.
700,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io4 ch4 burnout,ch4 analog i/o module i/o4 position sens burnout open circuit.
701,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io5 missing 24v,analog i/o module i/ o5 position missing external 24vdc input.
702,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io5 ch1 burnout,ch1 analog i/o module i/o5 position sens burnout open circuit.
703,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io5 ch2 burnout,ch2 analog i/o module i/o5 position sens burnout open circuit.
704,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io5 ch3 burnout,ch3 analog i/o module i/o5 position sens burnout open circuit.
705,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io5 ch4 burnout,ch4 analog i/o module i/o5 position sens burnout open circuit.
706,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io6 missing 24v,analog i/o module i/ o6 position missing external 24vdc input.
707,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io6 ch1 burnout,ch1 analog i/o module i/o6 position sens burnout open circuit.
708,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io6 ch2 burnout,ch2 analog i/o module i/o6 position sens burnout open circuit.
709,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io6 ch3 burnout,ch3 analog i/o module i/o6 position sens burnout open circuit.
